,,,September 2019,,,,,,,,,,,,,,September 2019,,,,,,,,,,,,,,September 2019,,,,,,,,,,,
319,"NAIC CAMPUS, CAVITE",4-A,4.6,0.4,1.0,0.0,0.2,,,2.8,22.8,0.8,32.6,319,"NAIC CAMPUS, CAVITE","4-A",0.4,3.4,27.2,11.8,36.0,63.2,5.0,37.2,13.2,32.0,229.4,319,"NAIC CAMPUS, CAVITE","4-A",0.4,,0.0,0.0,0.0,20.8,0.0,,,0.2,21.4,283.4
502,"BAGABAG, NUEVA VIZCAYA",2,,,,,,,,,0.2,1.0,1.2,502,"BAGABAG, NUEVA VIZCAYA","2",0.4,69.8,0.0,0.0,14.8,83.4,8.4,31.8,5.6,0.0,214.2,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,2.4,217.8
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,
381,"ARAKAN, COTABATO",12,,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,0.0,0.0,0.2,0.0,,,0.0,0.2,0.2
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,,,,,,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,,0.0,0.0,0.0,,,,,,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",,,,,,,,,,,,0
897,"ABUYUG, LEYTE",8,1.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.8,897,"ABUYUG, LEYTE","8",0.0,0.0,21.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,22.4,897,"ABUYUG, LEYTE","8",0.0,,0.0,0.0,0.0,0.0,0.0,,,3.0,3,27.2
334,"BARLIG, MOUNTAIN PROVINCE",CAR,2.0,10.4,0.6,2.4,1.2,1.0,13.2,30.2,2.6,3.6,67.2,334,"BARLIG, MOUNTAIN PROVINCE","CAR",0.0,17.6,0.0,1.8,4.8,33.4,3.2,6.2,3.6,3.0,73.6,334,"BARLIG, MOUNTAIN PROVINCE","CAR",0.0,0.0,0.2,0.2,2.8,1.8,0.0,0.0,15.8,0.0,20.8,161.6
882,"KIDAPAWAN, COTABATO",12,,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,0.0,0.0,0.2,0.0,,,0.0,0.2,0.2
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,
345,"CASTILLA, SORSOGON",5,,,,,,,0.0,,,,0,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,0
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.6,0.0,31.0,0.2,0.0,,0.0,0.0,0.0,0.0,31.8,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.8,15.2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.4,1.4,0.0,9.6,14.4,0.2,26,73
887,"CANTILAN, SURIGAO DEL SUR",13,5.0,0.8,0.8,0.0,0.0,,,0.0,0.0,0.0,6.6,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0,6.6
347,"PANDAN, CATANDUANES",5,3.2,0.0,4.6,0.0,0.0,,,0.0,0.0,30.8,38.6,347,"PANDAN, CATANDUANES","5",10.8,0.2,0.8,0.2,0.2,0.0,5.4,0.0,0.0,0.0,17.6,347,"PANDAN, CATANDUANES","5",0.0,,0.0,0.0,0.2,0.0,0.0,,,0.0,0.2,56.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",12.8,7.8,4.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,25.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,8.2,37.2
337,"SUDIPEN, LA UNION",1,0.8,28.6,0.2,0.6,3.8,,,119.8,4.2,13.0,171,337,"SUDIPEN, LA UNION","1",0.0,0.6,0.0,31.8,1.0,0.0,65.4,8.8,71.6,35.0,214.2,337,"SUDIPEN, LA UNION","1",0.0,,0.0,0.0,0.0,0.0,0.0,,,3.4,3.4,388.6
1103,"ABUCAY, BATAAN",3,7.2,46.8,18.0,0.2,30.0,35.4,23.0,106.6,78.2,,345.4,1103,"ABUCAY, BATAAN","3",,,,,4.2,,,51.4,76.8,52.0,184.4,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,21.2,0.0,,,15.0,36.2,566
362,"CATEEL, DAVAO ORIENTAL",11,0.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.6,362,"CATEEL, DAVAO ORIENTAL","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,362,"CATEEL, DAVAO ORIENTAL","11",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.6
326,"LEMERY, BATANGAS",4-A,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,5.8,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.2
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,,0.2,0.0,,,,,0.0,0.0,0.2,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,0.0,0.0,,0.4,,,,,,0.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,,,0.0,,,,,,,0,0.6
