,,,August 2019,,,,,,,,,,,,,,August 2019,,,,,,,,,,,,,,August 2019,,,,,,,,,,,,
333,"BUCAY, ABRA",CAR,,,,,,,,,,,,333,"BUCAY, ABRA","CAR",,,,,,,,,,,,333,"BUCAY, ABRA","CAR",,,,,,,,,,,,,
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,29.8,113.8,163.4,150.6,113.4,173.4,25.6,21.6,18.2,17.6,827.4,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.2,0.0,2.0,54.8,10.8,33.8,101.6,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",53.4,56.2,34.6,13.8,17.6,2.2,85.4,12.0,18.6,0.2,1.8,295.8,1224.8
365,"BANAYBANAY, DAVAO ORIENTAL",11,1.8,0.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,4.2,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.4,0.0,1.4,0.0,0.0,5.2,0.2,0.2,6.2,13.6,365,"BANAYBANAY, DAVAO ORIENTAL","11",2.0,0.2,0.0,0.8,4.0,0.0,0.0,0.0,17.8,3.6,14.6,43,60.8
867,"DANGCAGAN, BUKIDNON",10,,,,,,,,,,,,867,"DANGCAGAN, BUKIDNON","10",,,,,,,,,,,,867,"DANGCAGAN, BUKIDNON","10",,,,,,,,,,,,,
319,"NAIC CAMPUS, CAVITE",4-A,6.8,84.8,66.0,3.6,0.6,,,,,,161.8,319,"NAIC CAMPUS, CAVITE","4-A",,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,15.2,15.4,319,"NAIC CAMPUS, CAVITE","4-A",16.6,5.6,13.4,2.4,13.6,0.0,33.2,0.2,0.6,4.8,36.0,126.4,303.6
502,"BAGABAG, NUEVA VIZCAYA",2,,,,,,,,,,,,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,,
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,,
381,"ARAKAN, COTABATO",12,,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,,
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.4,,0.0,0.0,0.0,0.0,0.0,1.4,,0.0,1.8,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0,2
897,"ABUYUG, LEYTE",8,0.0,30.2,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,897,"ABUYUG, LEYTE","8",0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.2,0.0,1.8,5.2,897,"ABUYUG, LEYTE","8",0.0,1.8,0.0,0.0,0.0,7.0,2.8,0.2,0.2,0.0,0.0,12,58
334,"BARLIG, MOUNTAIN PROVINCE",CAR,19.6,0.0,0.0,8.8,37.4,38.4,0.0,0.6,19.8,3.4,128,334,"BARLIG, MOUNTAIN PROVINCE","CAR",6.6,7.0,39.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,53.8,334,"BARLIG, MOUNTAIN PROVINCE","CAR",4.0,1.6,2.4,2.6,23.4,4.0,57.2,0.0,20.8,15.8,4.6,136.4,318.2
882,"KIDAPAWAN, COTABATO",12,,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,,
336,"BALBALAN, KALINGA",CAR,18.2,2.4,24.8,35.8,26.2,0.6,3.8,0.0,5.2,0.8,117.8,336,"BALBALAN, KALINGA","CAR",2.8,3.2,25.0,0.2,0.0,0.0,0.0,0.0,5.2,20.4,56.8,336,"BALBALAN, KALINGA","CAR",0.0,,,,,,,,,,,0,174.6
345,"CASTILLA, SORSOGON",5,0.0,,0.0,,0.2,,,,,,0.2,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,,0.2
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.8,0.2,0.4,0.2,0.0,0.2,0.2,0.0,2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,2.2,5.2,1.8,14.8,73.6,97.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",10.8,0.2,0.0,17.8,7.4,0.0,0.0,1.2,11.2,17.8,6.4,72.8,172.4
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,1.8,0.4,0.2,12.0,0.0,0.0,0.0,0.0,0.0,14.4,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.2,3.2,0.0,13.2,30
347,"PANDAN, CATANDUANES",5,1.0,0.0,0.0,0.0,0.0,,,,,,1,347,"PANDAN, CATANDUANES","5",,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,347,"PANDAN, CATANDUANES","5",3.8,4.2,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,2.2,17.6,20.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,1.8,3.4,0.8,1.6,2.6,0.0,1.4,0.0,0.0,11.6,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.6,0.0,4.6,10,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.2,5.0,1.6,0.0,0.0,0.0,22.4,7.2,0.0,0.0,0.8,37.2,58.8
337,"SUDIPEN, LA UNION",1,14.0,22.4,0.4,21.6,0.0,,,,,,58.4,337,"SUDIPEN, LA UNION","1",,,,2.8,1.4,0.0,1.2,1.2,0.0,9.0,15.6,337,"SUDIPEN, LA UNION","1",8.0,22.0,18.4,23.4,0.2,10.4,15.4,0.0,0.0,18.8,16.0,132.6,206.6
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,0.2,3.6,0.4,3.0,0.2,0.0,7.4,1103,"ABUCAY, BATAAN","3",0.8,3.4,27.8,84.6,12.2,5.8,5.6,9.6,48.4,5.6,40.8,244.6,252
362,"CATEEL, DAVAO ORIENTAL",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,362,"CATEEL, DAVAO ORIENTAL","11",0.0,0.0,0.0,5.8,0.0,0.0,0.0,8.4,1.8,0.2,16.2,362,"CATEEL, DAVAO ORIENTAL","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,29.0,7.4,0.0,40.2,56.4
326,"LEMERY, BATANGAS",4-A,0.2,0.2,0.6,0.0,0.0,,,,,,1,326,"LEMERY, BATANGAS","4-A",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,"LEMERY, BATANGAS","4-A",1.6,0.4,0.0,0.2,2.2,0.2,0.0,0.0,0.0,0.4,4.2,9.2,10.2
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,,0.0,,,,,,,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,,,0.0,0.0,0.0,0.0,0.0,0.0,,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.6,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
