,,,July 2014,,,,,,,,,,,,,,July 2014,,,,,,,,,,,,,,July 2014,,,,,,,,,,,,
338,"STA. BARBARA - PANGASINAN, PANGASINAN",1,36.6,0.0,15.6,7.4,1.8,13.6,35.8,0.6,0.0,8.6,120,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.0,,,,,,,,,0,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",,,,,,,,,,,,,120
353,"MALITBOG, SOUTHERN LEYTE",8,0.4,4.6,3.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,15.4,353,"MALITBOG, SOUTHERN LEYTE","8",0.8,0.0,4.6,14.4,1.8,1.0,0.0,63.0,20.4,5.2,111.2,353,"MALITBOG, SOUTHERN LEYTE","8",0.0,0.0,0.0,0.0,3.8,6.8,0.0,9.6,1.2,0.4,0.0,21.8,148.4
333,"BUCAY, ABRA",CAR,4.4,18.2,0.0,0.6,0.0,0.2,5.2,0.2,0.0,2.6,31.4,333,"BUCAY, ABRA","CAR",0.0,0.0,10.4,0.0,0.8,0.0,0.0,4.8,4.8,8.4,29.2,333,"BUCAY, ABRA","CAR",58.4,99.4,2.6,0.2,39.4,9.4,19.4,7.0,16.6,0.0,6.6,259,319.6
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,5.4,44.2,180.8,4.0,22.2,78.2,77.2,5.4,12.8,0.0,430.2,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",60.6,92.4,3.4,0.6,238.8,50.6,70.2,0.0,18.8,254.0,789.4,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",143.0,73.2,0.8,11.2,0.0,3.0,88.8,52.4,54.6,38.4,29.2,494.6,1714.2
365,"BANAYBANAY, DAVAO ORIENTAL",11,0.0,0.0,0.0,15.2,8.6,0.0,0.0,7.6,0.6,1.0,33,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,,,,,,,,,,0,365,"BANAYBANAY, DAVAO ORIENTAL","11",,,,,,,,,,,,,33
867,"DANGCAGAN, BUKIDNON",10,3.6,10.0,1.4,0.4,0.0,0.0,0.0,0.0,13.2,4.4,33,867,"DANGCAGAN, BUKIDNON","10",1.8,0.8,2.4,0.0,0.6,0.0,0.2,2.4,0.0,1.4,9.6,867,"DANGCAGAN, BUKIDNON","10",0.0,0.0,0.0,1.6,18.2,21.4,8.2,0.4,0.0,0.0,6.2,56,98.6
319,"NAIC CAMPUS, CAVITE",4-A,3.4,6.6,15.2,3.8,3.0,14.4,11.8,3.6,1.0,0.0,62.8,319,"NAIC CAMPUS, CAVITE","4-A",57.0,5.8,2.0,26.4,92.0,29.4,17.2,0.2,1.2,1.2,232.4,319,"NAIC CAMPUS, CAVITE","4-A",16.6,7.4,23.4,1.0,1.4,2.0,5.2,10.0,12.0,26.0,7.0,112,407.2
502,"BAGABAG, NUEVA VIZCAYA",2,0.2,0.0,12.6,0.4,32.8,0.0,0.0,0.0,0.0,0.0,46,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,,,,,,,,,,0,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,,46
920,"GUIMBA, NUEVA ECIJA",3,13.4,0.0,6.0,4.2,13.8,3.2,0.0,9.6,5.0,0.0,55.2,920,"GUIMBA, NUEVA ECIJA","3",7.0,0.0,0.4,48.4,60.2,14.6,2.0,3.6,23.0,0.0,159.2,920,"GUIMBA, NUEVA ECIJA","3",4.6,8.6,4.8,0.8,11.2,4.8,2.2,7.6,0.0,8.8,15.2,68.6,283
381,"ARAKAN, COTABATO",12,2.4,2.4,2.8,0.6,0.0,0.0,0.0,0.4,22.8,4.6,36,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,,,,,,,,0,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,,36
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,18.4,0.0,1.8,2.4,5.6,25.0,0.0,3.2,0.0,56.4,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,,,,,,,,,,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",,,,,,,,,,,,,56.4
897,"ABUYUG, LEYTE",8,0.4,1.6,6.0,6.2,2.4,0.0,0.0,0.0,0.0,7.8,24.4,897,"ABUYUG, LEYTE","8",0.0,0.0,0.4,47.8,11.2,0.0,0.0,15.1,24.6,8.8,107.9,897,"ABUYUG, LEYTE","8",6.4,0.0,0.2,2.4,20.0,10.8,18.6,0.0,0.0,7.5,0.0,65.9,198.2
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,334,"BARLIG, MOUNTAIN PROVINCE","CAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,334,"BARLIG, MOUNTAIN PROVINCE","CAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0
882,"KIDAPAWAN, COTABATO",12,2.6,1.0,0.2,0.0,0.0,0.0,0.0,19.8,2.2,0.2,26,882,"KIDAPAWAN, COTABATO","12",69.4,38.2,2.0,5.4,0.8,0.2,0.0,0.0,0.0,0.8,116.8,882,"KIDAPAWAN, COTABATO","12",4.8,0.0,0.0,17.2,12.8,0.0,3.2,2.6,3.2,0.0,0.0,43.8,186.6
336,"BALBALAN, KALINGA",CAR,21.4,0.0,18.2,3.2,5.6,2.2,0.0,23.4,39.2,9.2,122.4,336,"BALBALAN, KALINGA","CAR",6.8,0.0,0.4,0.0,12.8,15.8,0.0,15.0,6.6,2.2,59.6,336,"BALBALAN, KALINGA","CAR",11.2,5.4,3.4,34.0,48.8,57.0,0.4,15.4,0.2,0.0,0.0,175.8,357.8
345,"CASTILLA, SORSOGON",5,1.4,0.0,14.6,12.6,0.8,7.6,5.8,11.4,10.0,0.0,64.2,345,"CASTILLA, SORSOGON","5",0.0,0.0,6.6,42.0,104.4,,,,0.0,31.0,184,345,"CASTILLA, SORSOGON","5",1.6,0.6,0.0,0.0,13.2,34.0,1.6,0.0,2.0,0.0,0.0,53,301.2
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,6.0,77.4,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,,,,,,,,,,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",,,,,,,,,,,,,77.4
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8,58.0,0.0,62.8,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,13.4,,0.0,0.4,0.0,11.8,18.4,0.6,44.6,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,1.8,0.8,2.0,0.6,0.2,0.0,0.0,0.0,5.4,112.8
347,"PANDAN, CATANDUANES",5,7.6,58.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,86.4,347,"PANDAN, CATANDUANES","5",0.2,0.0,8.8,26.6,46.2,,0.0,53.8,42.8,26.2,204.6,347,"PANDAN, CATANDUANES","5",0.0,0.0,0.0,0.0,0.0,13.8,51.6,2.6,12.8,0.0,0.0,80.8,371.8
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,,,,,,,,,,,,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,,,
337,"SUDIPEN, LA UNION",1,3.6,14.2,18.2,1.0,10.4,10.8,16.8,2.6,0.0,0.8,78.4,337,"SUDIPEN, LA UNION","1",78.2,0.0,40.2,4.6,36.8,0.0,0.0,0.2,12.8,7.2,180,337,"SUDIPEN, LA UNION","1",7.6,46.2,7.8,0.0,4.8,0.8,0.0,6.8,69.8,2.6,7.4,153.8,412.2
1103,"ABUCAY, BATAAN",3,0.0,8.8,4.2,5.8,26.6,39.6,0.6,22.8,19.6,0.4,128.4,1103,"ABUCAY, BATAAN","3",0.0,0.0,1.6,4.2,55.0,41.6,11.4,1.2,3.0,5.4,123.4,1103,"ABUCAY, BATAAN","3",22.0,9.4,11.4,11.0,11.8,2.8,1.4,0.4,1.6,5.2,31.4,108.4,360.2
362,"CATEEL, DAVAO ORIENTAL",11,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,3.8,362,"CATEEL, DAVAO ORIENTAL","11",0.2,,,,,,,,,,0.2,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,4
326,"LEMERY, BATANGAS",4-A,0.0,0.0,20.4,0.0,0.2,29.8,4.2,0.0,7.4,0.0,62,326,"LEMERY, BATANGAS","4-A",13.0,0.2,0.0,,,,,,,,13.2,326,"LEMERY, BATANGAS","4-A",,,5.4,3.0,,,0.2,6.4,2.2,5.2,0.0,22.4,97.6
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,10.2,0.2,42.4,12.8,11.4,98.0,64.4,12.2,31.6,2.8,286,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",3.0,0.0,0.2,1.4,239.0,25.8,11.4,0.0,1.0,124.0,405.8,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",15.0,27.2,1.4,2.0,0.0,6.0,50.4,37.2,10.6,44.2,13.4,207.4,899.2
