,,,March 2014,,,,,,,,,,,,,,March 2014,,,,,,,,,,,,,,March 2014,,,,,,,,,,,,
370,"SAN FRANCISCO, SURIGAO DEL NORTE",13,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
358,"DUMINGAG, ZAMBOANGA DEL SUR",9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",,,0.0,28.0,0.0,0.0,,,,,28,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",,,,,,,,,,,,,28
338,"STA. BARBARA - PANGASINAN, PANGASINAN",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
353,"MALITBOG, SOUTHERN LEYTE",8,0.0,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,353,"MALITBOG, SOUTHERN LEYTE","8",17.2,54.4,4.4,62.6,3.6,3.2,0.0,2.0,0.0,6.6,154,353,"MALITBOG, SOUTHERN LEYTE","8",25.0,217.8,14.8,4.8,4.2,9.0,9.0,0.2,0.4,0.8,0.0,286,442
333,"BUCAY, ABRA",CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,333,"BUCAY, ABRA","CAR",0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,333,"BUCAY, ABRA","CAR",0.0,0.0,0.0,0.2,0.6,0.0,0.0,9.6,0.0,0.0,0.0,10.4,10.4
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.8,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,1.2,0.0,0.2,21.6,22.4
365,"BANAYBANAY, DAVAO ORIENTAL",11,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,365,"BANAYBANAY, DAVAO ORIENTAL","11",2.4,3.0,1.2,2.8,6.0,0.0,0.4,0.0,1.2,0.0,17,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.2,0.4,18.2,0.0,5.2,0.0,0.4,0.0,0.0,2.0,0.2,26.6,46
867,"DANGCAGAN, BUKIDNON",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,867,"DANGCAGAN, BUKIDNON","10",12.4,0.0,0.0,11.6,0.2,0.2,0.4,7.0,1.4,12.2,45.4,867,"DANGCAGAN, BUKIDNON","10",8.4,1.2,20.2,2.0,0.4,0.2,1.6,0.0,4.0,0.6,0.0,38.6,84
319,"NAIC CAMPUS, CAVITE",4-A,,,,,0.0,0.0,0.0,0.0,,,0,319,"NAIC CAMPUS, CAVITE","4-A",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,319,"NAIC CAMPUS, CAVITE","4-A",,,,,,,,,,,,0,0
502,"BAGABAG, NUEVA VIZCAYA",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,502,"BAGABAG, NUEVA VIZCAYA","2",6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,17.0,12.4,0.2,0.2,0.0,0.0,0.0,0.0,29.8,36.4
920,"GUIMBA, NUEVA ECIJA",3,0.0,0.0,0.0,0.0,,,,,,,0,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,,0
381,"ARAKAN, COTABATO",12,,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,,
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
897,"ABUYUG, LEYTE",8,0.0,10.8,8.4,7.6,0.8,0.0,0.0,0.0,0.0,0.2,27.8,897,"ABUYUG, LEYTE","8",43.2,85.4,98.6,78.8,41.8,11.0,0.0,0.0,0.4,38.4,397.6,897,"ABUYUG, LEYTE","8",12.6,78.0,340.2,69.2,36.0,15.8,79.8,1.6,24.2,2.8,0.0,660.2,1085.6
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,882,"KIDAPAWAN, COTABATO","12",1.0,0.0,0.0,0.0,0.0,,,16.6,10.0,6.0,33.6,882,"KIDAPAWAN, COTABATO","12",3.2,0.0,4.0,5.6,3.0,0.0,6.4,2.0,2.8,35.6,0.0,62.6,96.2
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",9.3,,0.0,,,,,,,,9.3,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,,9.3
345,"CASTILLA, SORSOGON",5,,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,1.4,0.0,0.0,1.4,345,"CASTILLA, SORSOGON","5",0.0,17.4,17.0,20.8,5.2,1.4,0.4,1.8,0.2,0.0,0.0,64.2,65.6
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",11.4,2.2,1.4,5.6,12.8,1.0,0.4,29.2,9.0,2.2,75.2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",1.0,20.2,23.0,7.6,5.8,8.0,3.2,0.0,0.2,3.2,0.2,72.4,148.2
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,0.0,5.6,0.2,0.6,0.0,20.6,6.2,6.8,13.8,53.8,887,"CANTILAN, SURIGAO DEL SUR","13",151.2,59.2,3.2,11.4,0.0,,,194.6,30.8,14.0,464.4,887,"CANTILAN, SURIGAO DEL SUR","13",23.8,91.0,8.4,14.8,10.6,45.2,6.2,0.0,8.6,2.8,0.2,211.6,729.8
347,"PANDAN, CATANDUANES",5,2.6,0.0,0.0,0.2,3.6,8.8,5.2,0.0,0.0,1.4,21.8,347,"PANDAN, CATANDUANES","5",4.0,0.2,3.4,7.6,2.6,0.0,0.0,0.0,0.2,0.0,18,347,"PANDAN, CATANDUANES","5",0.0,2.4,47.0,23.6,20.8,1.8,1.8,0.0,0.0,0.0,0.0,97.4,137.2
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,,,,,,,,,,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,0.0,,,,,,,,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,,,0
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1103,"ABUCAY, BATAAN",3,0.0,0.0,0.0,0.0,0.0,,,,,0.2,0.2,1103,"ABUCAY, BATAAN","3",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8,10
362,"CATEEL, DAVAO ORIENTAL",11,0.0,0.0,37.6,4.8,0.0,0.0,7.8,6.4,8.4,25.2,90.2,362,"CATEEL, DAVAO ORIENTAL","11",62.4,43.0,0.2,10.8,21.4,19.0,26.0,132.0,56.2,8.6,379.6,362,"CATEEL, DAVAO ORIENTAL","11",4.0,17.2,24.4,17.0,21.2,13.8,17.8,24.6,25.2,1.2,0.2,166.6,636.4
326,"LEMERY, BATANGAS",4-A,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,326,"LEMERY, BATANGAS","4-A",6.2,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,6.2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,6.6,0.0,,,,,0.0,0.0,6.6,14.8
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2,2
