,,,May 2016,,,,,,,,,,,,,,May 2016,,,,,,,,,,,,,,May 2016,,,,,,,,,,,,
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,,,,0.0,0.0,,,,,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.6,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",29.8,8.2,148.6,282.4,34.6,31.2,25.2,0.0,0.8,0.0,0.6,561.4,574
897,"ABUYUG, LEYTE",8,,,,,,,,,,,,897,"ABUYUG, LEYTE","8",,,,,,,,1.0,0.2,1.4,2.6,897,"ABUYUG, LEYTE","8",0.4,1.4,0.4,0.0,15.8,0.0,0.0,0.0,3.4,0.2,5.0,26.6,29.2
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,882,"KIDAPAWAN, COTABATO","12",0.0,5.6,0.0,0.8,7.4,42.0,0.0,48.6,7.6,7.2,119.2,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,2.2,0.8,0.2,0.2,1.0,0.2,0.0,7.2,2.2,14,146
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,0.0,0.0,0.0,0,336,"BALBALAN, KALINGA","CAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
345,"CASTILLA, SORSOGON",5,,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,0.0,0.0,0.0,13.2,3.4,0.0,0.0,5.3,21.9,345,"CASTILLA, SORSOGON","5",0.0,38.1,0.2,0.0,10.6,0.0,0.0,25.6,0.0,0.2,3.0,77.7,99.6
364,"MARAGUSAN, COMPOSTELA VALLEY",11,,,,,,,,,,,,364,"MARAGUSAN, COMPOSTELA VALLEY","11",,,,,,,,,,45.0,45,364,"MARAGUSAN, COMPOSTELA VALLEY","11",54.4,3.0,4.2,0.8,5.8,,,,,,,68.2,113.2
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,0.0,,,,,,,,,0,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,,0
347,"PANDAN, CATANDUANES",5,,,,,,,,,,,,347,"PANDAN, CATANDUANES","5",,,10.4,3.0,0.0,0.0,0.0,28.2,0.0,2.4,44,347,"PANDAN, CATANDUANES","5",1.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.4,22.8,66.8
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,,,,,,,,,,,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,0.0,,,,,,,,,0,0
337,"SUDIPEN, LA UNION",1,,,,0.2,0.0,,,,,0.0,0.2,337,"SUDIPEN, LA UNION","1",0.0,0.0,23.4,0.0,0.0,0.0,0.0,29.0,11.0,1.0,64.4,337,"SUDIPEN, LA UNION","1",27.6,4.2,9.6,0.2,13.6,9.8,26.6,0.0,3.0,0.0,13.6,108.2,172.8
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,,
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,6.8,0.6,2.6,3.6,13.6,362,"CATEEL, DAVAO ORIENTAL","11",0.6,0.0,0.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,16.2
326,"LEMERY, BATANGAS",4-A,2.6,0.0,,0.0,0.0,,,,0.0,0.0,2.6,326,"LEMERY, BATANGAS","4-A",0.0,2.0,0.0,0.0,0.0,16.4,0.2,3.0,0.0,0.0,21.6,326,"LEMERY, BATANGAS","4-A",7.0,23.4,0.0,1.0,6.0,0.0,0.0,0.0,0.0,4.8,0.2,42.4,66.6
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,,,0.0,0.0,,,,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,19.4,0.0,1.4,9.4,0.8,5.7,36.7,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,22.0,21.4,29.6,18.0,0.0,0.0,0.0,1.0,6.0,30.2,128.2,164.9
