,,,October 2018,,,,,,,,,,,,,,October 2018,,,,,,,,,,,,,,October 2018,,,,,,,,,,,,
319,"NAIC CAMPUS, CAVITE",4-A,0.0,18.2,14.0,0.2,0.0,0.0,0.0,0.0,0.0,22.4,54.8,319,"NAIC CAMPUS, CAVITE","4-A",0.0,0.0,0.0,0.0,38.8,2.0,7.6,0.0,0.0,2.8,51.2,319,"NAIC CAMPUS, CAVITE","4-A",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,23.4,129.4
502,"BAGABAG, NUEVA VIZCAYA",2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,0.0,0.0,0.0,0.0,0.0,4.6,4.6,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,5.6
920,"GUIMBA, NUEVA ECIJA",3,26.8,32.6,0.0,0.0,0.0,,,,,,59.4,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,77.8,0.0,79,138.4
381,"ARAKAN, COTABATO",12,,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,381,"ARAKAN, COTABATO","12",,,,,,,,,,,,,
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,1.2,0.0,1.8,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,15.0,0.0,17.4,19.2
897,"ABUYUG, LEYTE",8,0.0,0.2,0.2,0.0,1.2,0.0,0.0,0.0,3.2,0.0,4.8,897,"ABUYUG, LEYTE","8",2.0,18.4,9.6,4.6,0.4,0.0,18.2,0.0,23.4,7.8,84.4,897,"ABUYUG, LEYTE","8",7.4,2.6,1.2,2.2,3.8,0.0,0.0,0.2,4.8,0.0,0.0,22.2,111.4
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,,
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,,
345,"CASTILLA, SORSOGON",5,,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,,
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,0.0,3.4,2.4,0.0,0.0,2.0,0.0,0.0,0.0,7.8,887,"CANTILAN, SURIGAO DEL SUR","13",0.2,3.4,23.2,1.0,0.0,15.8,0.0,1.0,0.0,0.0,44.6,887,"CANTILAN, SURIGAO DEL SUR","13",0.8,4.4,1.2,17.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,25.8,78.2
347,"PANDAN, CATANDUANES",5,9.0,2.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,347,"PANDAN, CATANDUANES","5",0.0,5.4,1.8,3.0,20.4,0.0,0.0,0.6,2.4,10.8,44.4,347,"PANDAN, CATANDUANES","5",21.4,0.8,0.0,2.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,27.4,83.6
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
337,"SUDIPEN, LA UNION",1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.2,24.2,0.0,0.0,0.0,3.2,0.0,27.6,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.6,0.0,8.8,37.6
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,0.0,0,0
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
