,,,November 2018,,,,,,,,,,,,,,November 2018,,,,,,,,,,,,,,November 2018,,,,,,,,,,,
502,"BAGABAG, NUEVA VIZCAYA",2,,,,,,,,,,,,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,502,"BAGABAG, NUEVA VIZCAYA","2",,,,,,,,,,,,
920,"GUIMBA, NUEVA ECIJA",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,920,"GUIMBA, NUEVA ECIJA","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,920,"GUIMBA, NUEVA ECIJA","3",,,,,,0.0,0.0,0.0,0.0,0.0,0,0
381,"ARAKAN, COTABATO",12,,,,,,,0.0,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",15.2,0.6,34.8,1.0,9.6,0.2,0.0,0.0,0.0,0.0,61.4,381,"ARAKAN, COTABATO","12",0.0,0.0,10.8,7.0,6.2,0.2,0.0,5.4,0.0,0.0,29.6,91
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6
897,"ABUYUG, LEYTE",8,10.4,43.0,12.0,56.2,63.2,16.4,8.4,0.2,33.0,114.6,357.4,897,"ABUYUG, LEYTE","8",2.2,66.2,33.2,23.8,27.6,13.4,10.6,0.2,33.4,39.4,250,897,"ABUYUG, LEYTE","8",0.2,27.6,12.2,0.0,5.6,0.0,22.8,10.8,11.0,73.0,163.2,770.6
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,,,,,,,1.8,24.0,0.0,0.0,25.8,882,"KIDAPAWAN, COTABATO","12",19.8,21.8,16.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,59,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.6,0.0,0.0,11.6,96.4
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,
345,"CASTILLA, SORSOGON",5,,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,18.2,27.0,24.8,1.4,43.4,2.2,9.0,31.1,34.0,191.1,887,"CANTILAN, SURIGAO DEL SUR","13",1.0,23.6,0.4,0.0,8.2,2.6,0.2,0.6,27.8,0.6,65,887,"CANTILAN, SURIGAO DEL SUR","13",1.0,0.0,0.0,1.0,6.4,19.4,12.0,6.0,5.6,13.2,64.6,320.7
347,"PANDAN, CATANDUANES",5,0.0,4.0,0.2,1.0,1.4,2.2,2.0,5.4,3.4,0.0,19.6,347,"PANDAN, CATANDUANES","5",9.0,6.2,0.0,4.0,7.2,0.0,0.2,0.0,0.2,28.4,55.2,347,"PANDAN, CATANDUANES","5",21.2,1.0,0.2,0.0,0.0,0.0,1.2,1.2,0.2,0.6,25.6,100.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,1.2
1103,"ABUCAY, BATAAN",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,"LEMERY, BATANGAS","4-A",1.6,1.0,0.2,0.0,0.0,,,0.0,0.0,,2.8,6
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
